category,node,latency_ms,total_tokens,reasoning_latency_ms,status,error,retries,model,role_key,node_name,input_size_char,memory_context_used,evidence_count,trend_signal_count,fallback,fallback_indicators,memory_write_count,memory_skipped_count,memory_retrieval_count,memory_retrieval_hits_success,memory_retrieval_hits_failure,memory_record_count_success,memory_record_count_failure,memory_record_count_total,memory_backend,memory_faiss_error,memory_max_record_count,memory_peak_record_count,memory_remaining_capacity,memory_limit_reached,memory_limit_reached_count,memory_pruned_count,faiss_fallback_count,faiss_recovery_count,faiss_fallback_trace,adapter_names,source_names,adapter_enabled,adapter_fallback,adapter_fallback_reason,adapter_fetch_latency_ms,adapter_source_type,adapter_confidence
balsamic_vinegar,planner,4547.374486923218,826,3527.455599996756,success,,0,deepseek-chat,planner,,0,False,0,0,False,,0,0,0,0,0,0,0,0,,,0,0,0,False,0,0,0,0,[],,,,,,0,,
balsamic_vinegar,retrieval_sources,0.6916999991517514,0,0,success,,0,tool_runtime,retrieval_sources,retrieval_sources,0,False,0,0,False,,0,0,0,0,0,351,24,375,json_fallback,,500,375,125,False,0,0,0,0,[],LocalReviewAdapter;MockTrendAdapter,local_review_dataset;tiktok_trend_mock,True;True,False;False,;,0.6735000024491455,local_dataset;mock,0.75;0.35
balsamic_vinegar,analysis_audience,5727.001428604126,1125,0.0,success,,0,deepseek-chat,audience,,0,False,0,0,False,,0,0,0,0,0,0,0,0,,,0,0,0,False,0,0,0,0,[],,,,,,0,,
balsamic_vinegar,analysis_painpoint,5131.610155105591,1077,0.0,success,,0,deepseek-chat,painpoint,,0,False,0,0,False,,0,0,0,0,0,0,0,0,,,0,0,0,False,0,0,0,0,[],,,,,,0,,
balsamic_vinegar,analysis_dopamine,2178.306818008423,255,0.0,success,,0,deepseek-chat,dopamine,,0,False,0,0,False,,0,0,0,0,0,351,24,375,json_fallback,,500,375,125,False,0,0,0,0,[],,,,,,0,,
balsamic_vinegar,cognitive_synthesis,7750.040054321289,2616,3882.3709999996936,success,,0,deepseek-chat,synthesis,cognitive_synthesis,2998,False,5,2,False,,0,0,0,0,0,351,24,375,json_fallback,,500,375,125,False,0,0,0,0,[],,,,,,0,,
balsamic_vinegar,strategy,10332.863807678223,2520,5129.254399998899,success,,0,deepseek-chat,strategy,strategy,2636,True,4,2,False,,0,0,1,2,2,351,24,375,faiss,,500,375,125,False,0,0,0,0,[],,,,,,0,,
balsamic_vinegar,storyboard,12805.026531219482,3337,5543.033600002673,success,,0,deepseek-chat,storyboard,,0,False,0,0,False,,0,0,0,0,0,0,0,0,,,0,0,0,False,0,0,0,0,[],,,,,,0,,
balsamic_vinegar,analytics_memory,0.0,0,0,success,,0,memory_engine,analytics_memory,analytics_memory,0,False,0,0,False,,1,0,1,2,2,352,24,376,faiss,,500,376,124,False,0,0,0,0,[],,,,,,0,,
printer,planner,4506.882429122925,803,3460.394500001712,success,,0,deepseek-chat,planner,,0,False,0,0,False,,0,0,0,0,0,0,0,0,,,0,0,0,False,0,0,0,0,[],,,,,,0,,
printer,retrieval_sources,0.6697000026179012,0,0,success,,0,tool_runtime,retrieval_sources,retrieval_sources,0,False,0,0,False,,1,0,1,2,2,352,24,376,faiss,,500,376,124,False,0,0,0,0,[],LocalReviewAdapter;MockTrendAdapter,local_review_dataset;tiktok_trend_mock,True;True,False;False,;,0.6517000001622364,local_dataset;mock,0.75;0.35
printer,analysis_audience,4934.099912643433,1010,0.0,success,,0,deepseek-chat,audience,,0,False,0,0,False,,0,0,0,0,0,0,0,0,,,0,0,0,False,0,0,0,0,[],,,,,,0,,
